"","dates","pos_mean","pos_lb","pos_ub","region"
"1",2021-03-08,0,0,0,"east_of_england"
"2",2021-03-09,0,0,0,"east_of_england"
"3",2021-03-10,0,0,0,"east_of_england"
"4",2021-03-11,0,0,0,"east_of_england"
"5",2021-03-12,0,0,0,"east_of_england"
"6",2021-03-13,0,0,0,"east_of_england"
"7",2021-03-14,0,0,0,"east_of_england"
"8",2021-03-15,0,0,0,"east_of_england"
"9",2021-03-16,0,0,0,"east_of_england"
"10",2021-03-17,0,0,0,"east_of_england"
"11",2021-03-18,0,0,0,"east_of_england"
"12",2021-03-19,0,0,0,"east_of_england"
"13",2021-03-20,0,0,0,"east_of_england"
"14",2021-03-21,0,0,0,"east_of_england"
"15",2021-03-22,0,0,0,"east_of_england"
"16",2021-03-23,0,0,0,"east_of_england"
"17",2021-03-24,0,0,0,"east_of_england"
"18",2021-03-25,0,0,0,"east_of_england"
"19",2021-03-26,0,0,0,"east_of_england"
"20",2021-03-27,0,0,0,"east_of_england"
"21",2021-03-28,0,0,0,"east_of_england"
"22",2021-03-29,0,0,0,"east_of_england"
